uuid,timestamp,event,temperature
1004,2021-11-09 09:55:00,Measure temperature,12.0
1004,2021-11-09 11:55:00,Measure temperature,10.0
1004,2021-11-09 13:55:00,Measure temperature,15.0
1004,2021-11-09 15:55:00,Measure temperature,13.0
1004,2021-11-09 17:55:00,Transfer Goods,
1005,2021-11-08 11:18:40,Load Cargo,
1005,2021-11-08 13:18:40,Measure temperature,11.0
1005,2021-11-08 15:18:40,Measure temperature,20.0
1005,2021-11-08 17:18:40,Measure temperature,19.0
1005,2021-11-08 19:18:40,Measure temperature,30.0
1005,2021-11-08 21:18:40,Measure temperature,28.0
1005,2021-11-08 23:18:40,Measure temperature,16.0
1005,2021-11-09 01:18:40,Measure temperature,20.0
1005,2021-11-09 03:18:40,Measure temperature,12.0
1005,2021-11-09 05:18:40,Measure temperature,12.0
1005,2021-11-09 07:18:40,Measure temperature,21.0
1005,2021-11-09 09:18:40,Measure temperature,21.0
1005,2021-11-09 11:18:40,Measure temperature,21.0
1005,2021-11-09 13:18:40,Measure temperature,28.0
1005,2021-11-09 15:18:40,Measure temperature,10.0
1005,2021-11-09 17:18:40,Measure temperature,28.0
1005,2021-11-09 19:18:40,Discard Goods,
1006,2021-11-25 14:27:33,Load Cargo,
1006,2021-11-25 16:27:33,Measure temperature,20.0
1006,2021-11-25 18:27:33,Measure temperature,15.0
1006,2021-11-25 20:27:33,Measure temperature,18.0
1006,2021-11-25 22:27:33,Measure temperature,12.0
1006,2021-11-26 00:27:33,Measure temperature,28.0
1006,2021-11-26 02:27:33,Measure temperature,22.0
1006,2021-11-26 04:27:33,Measure temperature,19.0
1006,2021-11-26 06:27:33,Measure temperature,16.0
1006,2021-11-26 08:27:33,Measure temperature,26.0
1006,2021-11-26 10:27:33,Measure temperature,22.0
1006,2021-11-26 12:27:33,Measure temperature,27.0
1006,2021-11-26 14:27:33,Measure temperature,29.0
1006,2021-11-26 16:27:33,Measure temperature,21.0
1006,2021-11-26 18:27:33,Measure temperature,17.0
1006,2021-11-26 20:27:33,Measure temperature,21.0
1006,2021-11-26 22:27:33,Discard Goods,
1007,2021-11-17 17:21:56,Load Cargo,
1007,2021-11-17 19:21:56,Measure temperature,14.0
1007,2021-11-17 21:21:56,Measure temperature,20.0
1007,2021-11-17 23:21:56,Measure temperature,20.0
1007,2021-11-18 01:21:56,Measure temperature,22.0
1007,2021-11-18 03:21:56,Measure temperature,24.0
1007,2021-11-18 05:21:56,Measure temperature,29.0
1007,2021-11-18 07:21:56,Measure temperature,10.0
1007,2021-11-18 09:21:56,Measure temperature,23.0
1007,2021-11-18 11:21:56,Measure temperature,13.0
1007,2021-11-18 13:21:56,Measure temperature,11.0
1007,2021-11-18 15:21:56,Measure temperature,21.0
1007,2021-11-18 17:21:56,Measure temperature,14.0
1007,2021-11-18 19:21:56,Measure temperature,10.0
1007,2021-11-18 21:21:56,Measure temperature,25.0
1007,2021-11-18 23:21:56,Measure temperature,26.0
1007,2021-11-19 01:21:56,Transfer Goods,
1008,2021-11-18 13:39:12,Load Cargo,
1008,2021-11-18 15:39:12,Measure temperature,14.0
1008,2021-11-18 17:39:12,Measure temperature,27.0
1008,2021-11-18 19:39:12,Measure temperature,13.0
1008,2021-11-18 21:39:12,Measure temperature,17.0
1008,2021-11-18 23:39:12,Measure temperature,16.0
1008,2021-11-19 01:39:12,Measure temperature,17.0
1008,2021-11-19 03:39:12,Measure temperature,20.0
1008,2021-11-19 05:39:12,Measure temperature,27.0
1008,2021-11-19 07:39:12,Measure temperature,14.0
1008,2021-11-19 09:39:12,Measure temperature,17.0
1008,2021-11-19 11:39:12,Measure temperature,26.0
1008,2021-11-19 13:39:12,Measure temperature,19.0
1008,2021-11-19 15:39:12,Measure temperature,24.0
1008,2021-11-19 17:39:12,Measure temperature,11.0
1008,2021-11-19 19:39:12,Measure temperature,23.0
1008,2021-11-19 21:39:12,Transfer Goods,
1009,2021-11-12 16:31:54,Load Cargo,
1009,2021-11-12 18:31:54,Measure temperature,17.0
1009,2021-11-12 20:31:54,Measure temperature,19.0
1009,2021-11-12 22:31:54,Measure temperature,10.0
1009,2021-11-13 00:31:54,Measure temperature,17.0
1009,2021-11-13 02:31:54,Measure temperature,15.0
1009,2021-11-13 04:31:54,Measure temperature,24.0
1009,2021-11-13 06:31:54,Measure temperature,11.0
1009,2021-11-13 08:31:54,Measure temperature,18.0
1009,2021-11-13 10:31:54,Measure temperature,12.0
1009,2021-11-13 12:31:54,Measure temperature,20.0
1009,2021-11-13 14:31:54,Measure temperature,28.0
1009,2021-11-13 16:31:54,Measure temperature,22.0
1009,2021-11-13 18:31:54,Measure temperature,12.0
1009,2021-11-13 20:31:54,Measure temperature,13.0
1009,2021-11-13 22:31:54,Measure temperature,13.0
1009,2021-11-14 00:31:54,Transfer Goods,
1010,2021-11-24 11:21:16,Load Cargo,
1010,2021-11-24 13:21:16,Measure temperature,19.0
1010,2021-11-24 15:21:16,Measure temperature,24.0
1010,2021-11-24 17:21:16,Measure temperature,29.0
1010,2021-11-24 19:21:16,Measure temperature,26.0
1010,2021-11-24 21:21:16,Measure temperature,29.0
1010,2021-11-24 23:21:16,Measure temperature,24.0
1010,2021-11-25 01:21:16,Measure temperature,30.0
1010,2021-11-25 03:21:16,Measure temperature,28.0
1010,2021-11-25 05:21:16,Measure temperature,13.0
1010,2021-11-25 07:21:16,Measure temperature,24.0
1010,2021-11-25 09:21:16,Measure temperature,28.0
1010,2021-11-25 11:21:16,Measure temperature,28.0
1010,2021-11-25 13:21:16,Measure temperature,14.0
1010,2021-11-25 15:21:16,Measure temperature,18.0
1010,2021-11-25 17:21:16,Measure temperature,20.0
1010,2021-11-25 19:21:16,Discard Goods,
1011,2021-11-26 16:24:15,Load Cargo,
1011,2021-11-26 18:24:15,Measure temperature,21.0
1011,2021-11-26 20:24:15,Measure temperature,30.0
1011,2021-11-26 22:24:15,Measure temperature,22.0
1011,2021-11-27 00:24:15,Measure temperature,22.0
1011,2021-11-27 02:24:15,Measure temperature,23.0
1011,2021-11-27 04:24:15,Measure temperature,25.0
1011,2021-11-27 06:24:15,Measure temperature,16.0
1011,2021-11-27 08:24:15,Measure temperature,21.0
1011,2021-11-27 10:24:15,Measure temperature,19.0
1011,2021-11-27 12:24:15,Measure temperature,23.0
1011,2021-11-27 14:24:15,Measure temperature,25.0
1011,2021-11-27 16:24:15,Measure temperature,18.0
1011,2021-11-27 18:24:15,Measure temperature,26.0
1011,2021-11-27 20:24:15,Measure temperature,19.0
1011,2021-11-27 22:24:15,Measure temperature,23.0
1011,2021-11-28 00:24:15,Transfer Goods,
1012,2021-11-20 16:13:41,Load Cargo,
1012,2021-11-20 18:13:41,Measure temperature,23.0
1012,2021-11-20 20:13:41,Measure temperature,22.0
1012,2021-11-20 22:13:41,Measure temperature,16.0
1012,2021-11-21 00:13:41,Measure temperature,25.0
1012,2021-11-21 02:13:41,Measure temperature,10.0
1012,2021-11-21 04:13:41,Measure temperature,22.0
1012,2021-11-21 06:13:41,Measure temperature,23.0
1012,2021-11-21 08:13:41,Measure temperature,20.0
1012,2021-11-21 10:13:41,Measure temperature,28.0
1012,2021-11-21 12:13:41,Measure temperature,12.0
1012,2021-11-21 14:13:41,Measure temperature,28.0
1012,2021-11-21 16:13:41,Measure temperature,10.0
1012,2021-11-21 18:13:41,Measure temperature,22.0
1012,2021-11-21 20:13:41,Measure temperature,29.0
1012,2021-11-21 22:13:41,Measure temperature,24.0
1012,2021-11-22 00:13:41,Transfer Goods,
1013,2021-11-13 08:56:10,Load Cargo,
1013,2021-11-13 10:56:10,Measure temperature,23.0
1013,2021-11-13 12:56:10,Measure temperature,13.0
1013,2021-11-13 14:56:10,Measure temperature,29.0
1013,2021-11-13 16:56:10,Measure temperature,13.0
1013,2021-11-13 18:56:10,Measure temperature,14.0
1013,2021-11-13 20:56:10,Measure temperature,27.0
1013,2021-11-13 22:56:10,Measure temperature,23.0
1013,2021-11-14 00:56:10,Measure temperature,11.0
1013,2021-11-14 02:56:10,Measure temperature,21.0
1013,2021-11-14 04:56:10,Measure temperature,23.0
1013,2021-11-14 06:56:10,Measure temperature,10.0
1013,2021-11-14 08:56:10,Measure temperature,30.0
1013,2021-11-14 10:56:10,Measure temperature,29.0
1013,2021-11-14 12:56:10,Measure temperature,28.0
1013,2021-11-14 14:56:10,Measure temperature,14.0
1013,2021-11-14 16:56:10,Discard Goods,
1014,2021-11-21 14:02:20,Load Cargo,
1014,2021-11-21 16:02:20,Measure temperature,23.0
1014,2021-11-21 18:02:20,Measure temperature,18.0
1014,2021-11-21 20:02:20,Measure temperature,28.0
1014,2021-11-21 22:02:20,Measure temperature,25.0
1014,2021-11-22 00:02:20,Measure temperature,15.0
1014,2021-11-22 02:02:20,Measure temperature,26.0
1014,2021-11-22 04:02:20,Measure temperature,29.0
1014,2021-11-22 06:02:20,Measure temperature,11.0
1014,2021-11-22 08:02:20,Measure temperature,26.0
1014,2021-11-22 10:02:20,Measure temperature,16.0
1014,2021-11-22 12:02:20,Measure temperature,27.0
1014,2021-11-22 14:02:20,Measure temperature,20.0
1014,2021-11-22 16:02:20,Measure temperature,10.0
1014,2021-11-22 18:02:20,Measure temperature,11.0
1014,2021-11-22 20:02:20,Measure temperature,24.0
1014,2021-11-22 22:02:20,Discard Goods,
1015,2021-11-17 17:25:27,Load Cargo,
1015,2021-11-17 19:25:27,Measure temperature,26.0
1015,2021-11-17 21:25:27,Measure temperature,25.0
1015,2021-11-17 23:25:27,Measure temperature,18.0
1015,2021-11-18 01:25:27,Measure temperature,15.0
1015,2021-11-18 03:25:27,Measure temperature,13.0
1015,2021-11-18 05:25:27,Measure temperature,18.0
1015,2021-11-18 07:25:27,Measure temperature,13.0
1015,2021-11-18 09:25:27,Measure temperature,23.0
1015,2021-11-18 11:25:27,Measure temperature,20.0
1015,2021-11-18 13:25:27,Measure temperature,14.0
1015,2021-11-18 15:25:27,Measure temperature,29.0
1015,2021-11-18 17:25:27,Measure temperature,10.0
1015,2021-11-18 19:25:27,Measure temperature,18.0
1015,2021-11-18 21:25:27,Measure temperature,30.0
1015,2021-11-18 23:25:27,Measure temperature,24.0
1015,2021-11-19 01:25:27,Transfer Goods,
1016,2021-11-12 16:14:51,Load Cargo,
1016,2021-11-12 18:14:51,Measure temperature,16.0
1016,2021-11-12 20:14:51,Measure temperature,24.0
1016,2021-11-12 22:14:51,Measure temperature,23.0
1016,2021-11-13 00:14:51,Measure temperature,10.0
1016,2021-11-13 02:14:51,Measure temperature,29.0
1016,2021-11-13 04:14:51,Measure temperature,16.0
1016,2021-11-13 06:14:51,Measure temperature,18.0
1016,2021-11-13 08:14:51,Measure temperature,25.0
1016,2021-11-13 10:14:51,Measure temperature,10.0
1016,2021-11-13 12:14:51,Measure temperature,21.0
1016,2021-11-13 14:14:51,Measure temperature,16.0
1016,2021-11-13 16:14:51,Measure temperature,23.0
1016,2021-11-13 18:14:51,Measure temperature,27.0
1016,2021-11-13 20:14:51,Measure temperature,18.0
1016,2021-11-13 22:14:51,Measure temperature,26.0
1016,2021-11-14 00:14:51,Transfer Goods,
1017,2021-11-15 16:35:31,Load Cargo,
1017,2021-11-15 18:35:31,Measure temperature,28.0
1017,2021-11-15 20:35:31,Measure temperature,14.0
1017,2021-11-15 22:35:31,Measure temperature,14.0
1017,2021-11-16 00:35:31,Measure temperature,22.0
1017,2021-11-16 02:35:31,Measure temperature,13.0
1017,2021-11-16 04:35:31,Measure temperature,29.0
1017,2021-11-16 06:35:31,Measure temperature,11.0
1017,2021-11-16 08:35:31,Measure temperature,26.0
1017,2021-11-16 10:35:31,Measure temperature,24.0
1017,2021-11-16 12:35:31,Measure temperature,14.0
1017,2021-11-16 14:35:31,Measure temperature,30.0
1017,2021-11-16 16:35:31,Measure temperature,28.0
1017,2021-11-16 18:35:31,Measure temperature,27.0
1017,2021-11-16 20:35:31,Measure temperature,20.0
1017,2021-11-16 22:35:31,Measure temperature,11.0
1017,2021-11-17 00:35:31,Discard Goods,
1018,2021-11-19 10:56:42,Load Cargo,
1018,2021-11-19 12:56:42,Measure temperature,30.0
1018,2021-11-19 14:56:42,Measure temperature,28.0
1018,2021-11-19 16:56:42,Measure temperature,13.0
1018,2021-11-19 18:56:42,Measure temperature,17.0
1018,2021-11-19 20:56:42,Measure temperature,30.0
1018,2021-11-19 22:56:42,Measure temperature,25.0
1018,2021-11-20 00:56:42,Measure temperature,18.0
1018,2021-11-20 02:56:42,Measure temperature,24.0
1018,2021-11-20 04:56:42,Measure temperature,20.0
1018,2021-11-20 06:56:42,Measure temperature,17.0
1018,2021-11-20 08:56:42,Measure temperature,15.0
1018,2021-11-20 10:56:42,Measure temperature,25.0
1018,2021-11-20 12:56:42,Measure temperature,27.0
1018,2021-11-20 14:56:42,Measure temperature,17.0
1018,2021-11-20 16:56:42,Measure temperature,13.0
1018,2021-11-20 18:56:42,Discard Goods,
1019,2021-11-20 09:54:22,Load Cargo,
1019,2021-11-20 11:54:22,Measure temperature,27.0
1019,2021-11-20 13:54:22,Measure temperature,15.0
1019,2021-11-20 15:54:22,Measure temperature,30.0
1019,2021-11-20 17:54:22,Measure temperature,19.0
1019,2021-11-20 19:54:22,Measure temperature,21.0
1019,2021-11-20 21:54:22,Measure temperature,18.0
1019,2021-11-20 23:54:22,Measure temperature,27.0
1019,2021-11-21 01:54:22,Measure temperature,18.0
1019,2021-11-21 03:54:22,Measure temperature,19.0
1019,2021-11-21 05:54:22,Measure temperature,10.0
1019,2021-11-21 07:54:22,Measure temperature,10.0
1019,2021-11-21 09:54:22,Measure temperature,16.0
1019,2021-11-21 11:54:22,Measure temperature,11.0
1019,2021-11-21 13:54:22,Measure temperature,19.0
1019,2021-11-21 15:54:22,Measure temperature,17.0
1019,2021-11-21 17:54:22,Transfer Goods,
1020,2021-11-10 08:24:07,Load Cargo,
1020,2021-11-10 10:24:07,Measure temperature,26.0
1020,2021-11-10 12:24:07,Measure temperature,21.0
1020,2021-11-10 14:24:07,Measure temperature,30.0
1020,2021-11-10 16:24:07,Measure temperature,10.0
1020,2021-11-10 18:24:07,Measure temperature,14.0
1020,2021-11-10 20:24:07,Measure temperature,28.0
1020,2021-11-10 22:24:07,Measure temperature,22.0
1020,2021-11-11 00:24:07,Measure temperature,17.0
1020,2021-11-11 02:24:07,Measure temperature,18.0
1020,2021-11-11 04:24:07,Measure temperature,10.0
1020,2021-11-11 06:24:07,Measure temperature,17.0
1020,2021-11-11 08:24:07,Measure temperature,19.0
1020,2021-11-11 10:24:07,Measure temperature,18.0
1020,2021-11-11 12:24:07,Measure temperature,24.0
1020,2021-11-11 14:24:07,Measure temperature,16.0
1020,2021-11-11 16:24:07,Transfer Goods,
1021,2021-11-27 14:10:47,Load Cargo,
1021,2021-11-27 16:10:47,Measure temperature,20.0
1021,2021-11-27 18:10:47,Measure temperature,29.0
1021,2021-11-27 20:10:47,Measure temperature,29.0
1021,2021-11-27 22:10:47,Measure temperature,20.0
1021,2021-11-28 00:10:47,Measure temperature,28.0
1021,2021-11-28 02:10:47,Measure temperature,28.0
1021,2021-11-28 04:10:47,Measure temperature,21.0
1021,2021-11-28 06:10:47,Measure temperature,15.0
1021,2021-11-28 08:10:47,Measure temperature,17.0
1021,2021-11-28 10:10:47,Measure temperature,26.0
1021,2021-11-28 12:10:47,Measure temperature,23.0
1021,2021-11-28 14:10:47,Measure temperature,20.0
1021,2021-11-28 16:10:47,Measure temperature,15.0
1021,2021-11-28 18:10:47,Measure temperature,12.0
1021,2021-11-28 20:10:47,Measure temperature,14.0
1021,2021-11-28 22:10:47,Discard Goods,
1022,2021-11-10 14:51:14,Load Cargo,
1022,2021-11-10 16:51:14,Measure temperature,11.0
1022,2021-11-10 18:51:14,Measure temperature,26.0
1022,2021-11-10 20:51:14,Measure temperature,23.0
1022,2021-11-10 22:51:14,Measure temperature,15.0
1022,2021-11-11 00:51:14,Measure temperature,11.0
1022,2021-11-11 02:51:14,Measure temperature,27.0
1022,2021-11-11 04:51:14,Measure temperature,30.0
1022,2021-11-11 06:51:14,Measure temperature,11.0
1022,2021-11-11 08:51:14,Measure temperature,14.0
1022,2021-11-11 10:51:14,Measure temperature,15.0
1022,2021-11-11 12:51:14,Measure temperature,29.0
1022,2021-11-11 14:51:14,Measure temperature,25.0
1022,2021-11-11 16:51:14,Measure temperature,13.0
1022,2021-11-11 18:51:14,Measure temperature,26.0
1022,2021-11-11 20:51:14,Measure temperature,27.0
1022,2021-11-11 22:51:14,Discard Goods,
1023,2021-11-19 15:35:37,Load Cargo,
1023,2021-11-19 17:35:37,Measure temperature,25.0
1023,2021-11-19 19:35:37,Measure temperature,30.0
1023,2021-11-19 21:35:37,Measure temperature,17.0
1023,2021-11-19 23:35:37,Measure temperature,21.0
1023,2021-11-20 01:35:37,Measure temperature,26.0
1023,2021-11-20 03:35:37,Measure temperature,20.0
1023,2021-11-20 05:35:37,Measure temperature,13.0
1023,2021-11-20 07:35:37,Measure temperature,29.0
1023,2021-11-20 09:35:37,Measure temperature,11.0
1023,2021-11-20 11:35:37,Measure temperature,11.0
1023,2021-11-20 13:35:37,Measure temperature,29.0
1023,2021-11-20 15:35:37,Measure temperature,28.0
1023,2021-11-20 17:35:37,Measure temperature,15.0
1023,2021-11-20 19:35:37,Measure temperature,23.0
1023,2021-11-20 21:35:37,Measure temperature,29.0
1023,2021-11-20 23:35:37,Discard Goods,
1024,2021-11-27 10:18:37,Load Cargo,
1024,2021-11-27 12:18:37,Measure temperature,23.0
1024,2021-11-27 14:18:37,Measure temperature,24.0
1024,2021-11-27 16:18:37,Measure temperature,30.0
1024,2021-11-27 18:18:37,Measure temperature,27.0
1024,2021-11-27 20:18:37,Measure temperature,28.0
1024,2021-11-27 22:18:37,Measure temperature,16.0
1024,2021-11-28 00:18:37,Measure temperature,20.0
1024,2021-11-28 02:18:37,Measure temperature,30.0
1024,2021-11-28 04:18:37,Measure temperature,26.0
1024,2021-11-28 06:18:37,Measure temperature,15.0
1024,2021-11-28 08:18:37,Measure temperature,26.0
1024,2021-11-28 10:18:37,Measure temperature,23.0
1024,2021-11-28 12:18:37,Measure temperature,30.0
1024,2021-11-28 14:18:37,Measure temperature,18.0
1024,2021-11-28 16:18:37,Measure temperature,13.0
1024,2021-11-28 18:18:37,Discard Goods,
1025,2021-11-15 18:02:19,Load Cargo,
1025,2021-11-15 20:02:19,Measure temperature,24.0
1025,2021-11-15 22:02:19,Measure temperature,23.0
1025,2021-11-16 00:02:19,Measure temperature,26.0
1025,2021-11-16 02:02:19,Measure temperature,21.0
1025,2021-11-16 04:02:19,Measure temperature,11.0
1025,2021-11-16 06:02:19,Measure temperature,16.0
1025,2021-11-16 08:02:19,Measure temperature,10.0
1025,2021-11-16 10:02:19,Measure temperature,13.0
1025,2021-11-16 12:02:19,Measure temperature,10.0
1025,2021-11-16 14:02:19,Measure temperature,25.0
1025,2021-11-16 16:02:19,Measure temperature,22.0
1025,2021-11-16 18:02:19,Measure temperature,18.0
1025,2021-11-16 20:02:19,Measure temperature,30.0
1025,2021-11-16 22:02:19,Measure temperature,24.0
1025,2021-11-17 00:02:19,Measure temperature,24.0
1025,2021-11-17 02:02:19,Transfer Goods,
1026,2021-11-12 11:25:59,Load Cargo,
1026,2021-11-12 13:25:59,Measure temperature,22.0
1026,2021-11-12 15:25:59,Measure temperature,22.0
1026,2021-11-12 17:25:59,Measure temperature,13.0
1026,2021-11-12 19:25:59,Measure temperature,22.0
1026,2021-11-12 21:25:59,Measure temperature,27.0
1026,2021-11-12 23:25:59,Measure temperature,15.0
1026,2021-11-13 01:25:59,Measure temperature,18.0
1026,2021-11-13 03:25:59,Measure temperature,10.0
1026,2021-11-13 05:25:59,Measure temperature,22.0
1026,2021-11-13 07:25:59,Measure temperature,26.0
1026,2021-11-13 09:25:59,Measure temperature,15.0
1026,2021-11-13 11:25:59,Measure temperature,16.0
1026,2021-11-13 13:25:59,Measure temperature,26.0
1026,2021-11-13 15:25:59,Measure temperature,16.0
1026,2021-11-13 17:25:59,Measure temperature,25.0
1026,2021-11-13 19:25:59,Transfer Goods,
1027,2021-11-08 18:59:15,Load Cargo,
1027,2021-11-08 20:59:15,Measure temperature,13.0
1027,2021-11-08 22:59:15,Measure temperature,24.0
1027,2021-11-09 00:59:15,Measure temperature,23.0
1027,2021-11-09 02:59:15,Measure temperature,22.0
1027,2021-11-09 04:59:15,Measure temperature,26.0
1027,2021-11-09 06:59:15,Measure temperature,22.0
1027,2021-11-09 08:59:15,Measure temperature,24.0
1027,2021-11-09 10:59:15,Measure temperature,18.0
1027,2021-11-09 12:59:15,Measure temperature,10.0
1027,2021-11-09 14:59:15,Measure temperature,22.0
1027,2021-11-09 16:59:15,Measure temperature,18.0
1027,2021-11-09 18:59:15,Measure temperature,21.0
1027,2021-11-09 20:59:15,Measure temperature,25.0
1027,2021-11-09 22:59:15,Measure temperature,26.0
1027,2021-11-10 00:59:15,Measure temperature,21.0
1027,2021-11-10 02:59:15,Transfer Goods,
1028,2021-11-27 16:10:03,Load Cargo,
1028,2021-11-27 18:10:03,Measure temperature,17.0
1028,2021-11-27 20:10:03,Measure temperature,10.0
1028,2021-11-27 22:10:03,Measure temperature,17.0
1028,2021-11-28 00:10:03,Measure temperature,16.0
1028,2021-11-28 02:10:03,Measure temperature,25.0
1028,2021-11-28 04:10:03,Measure temperature,17.0
1028,2021-11-28 06:10:03,Measure temperature,26.0
1028,2021-11-28 08:10:03,Measure temperature,28.0
1028,2021-11-28 10:10:03,Measure temperature,30.0
1028,2021-11-28 12:10:03,Measure temperature,14.0
1028,2021-11-28 14:10:03,Measure temperature,28.0
1028,2021-11-28 16:10:03,Measure temperature,21.0
1028,2021-11-28 18:10:03,Measure temperature,30.0
1028,2021-11-28 20:10:03,Measure temperature,18.0
1028,2021-11-28 22:10:03,Measure temperature,18.0
1028,2021-11-29 00:10:03,Discard Goods,
1029,2021-11-22 13:55:57,Load Cargo,
1029,2021-11-22 15:55:57,Measure temperature,10.0
1029,2021-11-22 17:55:57,Measure temperature,26.0
1029,2021-11-22 19:55:57,Measure temperature,23.0
1029,2021-11-22 21:55:57,Measure temperature,18.0
1029,2021-11-22 23:55:57,Measure temperature,29.0
1029,2021-11-23 01:55:57,Measure temperature,18.0
1029,2021-11-23 03:55:57,Measure temperature,11.0
1029,2021-11-23 05:55:57,Measure temperature,21.0
1029,2021-11-23 07:55:57,Measure temperature,19.0
1029,2021-11-23 09:55:57,Measure temperature,22.0
1029,2021-11-23 11:55:57,Measure temperature,11.0
1029,2021-11-23 13:55:57,Measure temperature,18.0
1029,2021-11-23 15:55:57,Measure temperature,24.0
1029,2021-11-23 17:55:57,Measure temperature,10.0
1029,2021-11-23 19:55:57,Measure temperature,13.0
1029,2021-11-23 21:55:57,Transfer Goods,
1030,2021-11-26 10:15:29,Load Cargo,
1030,2021-11-26 12:15:29,Measure temperature,15.0
1030,2021-11-26 14:15:29,Measure temperature,10.0
1030,2021-11-26 16:15:29,Measure temperature,23.0
1030,2021-11-26 18:15:29,Measure temperature,12.0
1030,2021-11-26 20:15:29,Measure temperature,13.0
1030,2021-11-26 22:15:29,Measure temperature,26.0
1030,2021-11-27 00:15:29,Measure temperature,19.0
1030,2021-11-27 02:15:29,Measure temperature,21.0
1030,2021-11-27 04:15:29,Measure temperature,30.0
1030,2021-11-27 06:15:29,Measure temperature,21.0
1030,2021-11-27 08:15:29,Measure temperature,29.0
1030,2021-11-27 10:15:29,Measure temperature,17.0
1030,2021-11-27 12:15:29,Measure temperature,17.0
1030,2021-11-27 14:15:29,Measure temperature,15.0
1030,2021-11-27 16:15:29,Measure temperature,18.0
1030,2021-11-27 18:15:29,Transfer Goods,
1031,2021-11-25 09:15:49,Load Cargo,
1031,2021-11-25 11:15:49,Measure temperature,13.0
1031,2021-11-25 13:15:49,Measure temperature,23.0
1031,2021-11-25 15:15:49,Measure temperature,23.0
1031,2021-11-25 17:15:49,Measure temperature,16.0
1031,2021-11-25 19:15:49,Measure temperature,12.0
1031,2021-11-25 21:15:49,Measure temperature,22.0
1031,2021-11-25 23:15:49,Measure temperature,20.0
1031,2021-11-26 01:15:49,Measure temperature,16.0
1031,2021-11-26 03:15:49,Measure temperature,12.0
1031,2021-11-26 05:15:49,Measure temperature,22.0
1031,2021-11-26 07:15:49,Measure temperature,20.0
1031,2021-11-26 09:15:49,Measure temperature,15.0
